"10:20:45.122 -> Soil: 83.0% | Temp: 31.3°C | Hum: 74.5%"
"12:08:49.968 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:08:54.981 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:08:59.990 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:09:04.995 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:09:10.000 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:09:14.959 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:09:19.961 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"12:09:24.964 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:09:29.985 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:09:34.993 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.7%"
"12:09:39.953 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:09:44.964 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:09:49.970 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:09:54.980 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:09:59.975 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:10:04.989 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:10:09.954 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"12:10:14.961 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.0%"
"12:10:19.969 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:10:24.977 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:10:29.981 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.2%"
"12:10:34.981 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.1%"
"12:10:39.982 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.1%"
"12:10:44.990 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"12:10:49.954 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.6%"
"12:10:54.965 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.7%"
"12:10:59.975 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.0%"
"12:11:04.984 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:11:09.988 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.0%"
"12:11:14.992 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:11:19.955 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:11:24.958 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:11:29.975 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:11:34.983 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.9%"
"12:11:39.982 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:11:44.990 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:11:49.954 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.5%"
"12:11:54.962 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:11:59.970 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"12:12:04.974 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.7%"
"12:12:09.964 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.9%"
"12:12:14.973 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:12:19.980 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.6%"
"12:12:24.977 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"12:12:29.977 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:12:34.982 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:12:39.981 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:12:44.983 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:12:49.986 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:12:54.995 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:12:59.957 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:13:04.968 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:13:09.967 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"12:13:14.970 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"12:13:19.970 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:13:24.974 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:13:29.977 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:13:34.979 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"12:13:39.986 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:13:44.990 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:13:49.954 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.6%"
"12:13:54.976 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:13:59.958 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:14:04.984 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:14:09.981 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.4%"
"12:14:14.976 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:14:19.973 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:14:24.968 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"12:14:29.963 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"12:14:34.963 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:14:39.954 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:14:44.947 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.5%"
"12:14:49.984 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.1%"
"12:14:54.970 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.1%"
"12:14:59.970 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.1%"
"12:15:04.965 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.3%"
"12:15:09.968 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.5%"
"12:15:14.964 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.4%"
"12:15:19.963 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.4%"
"12:15:24.952 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.4%"
"12:15:29.947 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.4%"
"12:15:34.989 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:15:39.983 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.5%"
"12:15:44.979 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"12:15:49.976 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:15:54.974 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:15:59.973 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:16:04.964 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"12:16:09.967 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:16:14.964 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:16:19.956 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:16:24.948 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:16:29.947 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:16:34.986 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:16:39.979 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:16:44.980 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.6%"
"12:16:49.975 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:16:54.969 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"12:16:59.965 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:17:04.966 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"12:17:09.955 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:17:14.943 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"12:17:19.984 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:17:24.942 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:17:29.979 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.0%"
"12:17:34.971 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:17:39.963 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"12:17:44.963 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"12:17:49.954 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:17:54.957 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"12:17:59.976 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"12:18:04.978 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:18:09.986 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:18:14.948 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.7%"
"12:18:19.968 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"12:18:24.987 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:18:29.974 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:18:34.983 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"12:18:39.956 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:18:44.984 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"12:18:49.963 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:18:54.954 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.2%"
"12:18:59.940 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.3%"
"12:19:04.980 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"12:19:09.978 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"12:19:14.962 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.0%"
"12:19:19.977 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:19:24.947 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:19:29.975 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"12:19:34.946 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"12:19:39.974 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:19:44.962 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.1%"
"12:19:49.975 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.1%"
"12:19:54.955 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.1%"
"12:19:59.942 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.3%"
"12:20:04.984 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:20:09.979 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:20:14.972 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.2%"
"12:20:19.948 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:20:24.976 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.3%"
"12:20:29.949 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:20:34.972 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:20:39.968 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.4%"
"12:20:44.964 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.1%"
"12:20:49.963 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:20:54.959 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:20:59.954 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:21:04.941 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.3%"
"12:21:09.982 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:21:14.964 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.3%"
"12:21:19.953 -> Soil: 84.0% | Temp: 32.2°C | Hum: 73.2%"
"12:21:24.947 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.4%"
"12:21:29.938 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:21:34.978 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:21:39.969 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:21:44.962 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.5%"
"12:21:49.962 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.1%"
"12:21:54.959 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:21:59.949 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.8%"
"12:22:04.939 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.8%"
"12:22:09.938 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.7%"
"12:22:14.979 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:22:19.978 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:22:24.962 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.6%"
"12:22:29.955 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:22:34.950 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:22:39.947 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:22:44.937 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:22:49.979 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.7%"
"12:22:54.976 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:22:59.975 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:23:04.979 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:23:09.975 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:23:14.975 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:23:19.970 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:23:24.962 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:23:29.950 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.7%"
"12:23:34.951 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.7%"
"12:23:39.946 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.7%"
"12:23:44.978 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:23:49.977 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.0%"
"12:23:54.975 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:23:59.964 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:24:04.947 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.1%"
"12:24:09.937 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:24:14.973 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.8%"
"12:24:19.960 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.7%"
"12:24:24.950 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:24:29.939 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:24:34.936 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:24:39.932 -> Soil: 84.0% | Temp: 32.2°C | Hum: 73.0%"
"12:24:44.932 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.2%"
"12:24:49.969 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:24:54.968 -> Soil: 84.0% | Temp: 32.2°C | Hum: 73.1%"
"12:24:59.965 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.9%"
"12:25:04.960 -> Soil: 84.0% | Temp: 32.2°C | Hum: 73.1%"
"12:25:09.954 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.8%"
"12:25:14.951 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.9%"
"12:25:19.947 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.7%"
"12:25:24.938 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.8%"
"12:25:29.976 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.0%"
"12:25:34.964 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.8%"
"12:25:39.964 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.6%"
"12:25:44.957 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:25:49.956 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:25:54.947 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.6%"
"12:25:59.940 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.6%"
"12:26:04.932 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:26:09.975 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:26:14.962 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.7%"
"12:26:19.954 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.7%"
"12:26:24.951 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.5%"
"12:26:29.931 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:26:34.948 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:26:39.933 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:26:44.929 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.2%"
"12:26:49.962 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.1%"
"12:26:54.948 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.0%"
"12:26:59.948 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.1%"
"12:27:04.932 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.0%"
"12:27:09.957 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.2%"
"12:27:14.931 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.0%"
"12:27:19.961 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.1%"
"12:27:24.969 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.1%"
"12:27:29.933 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.1%"
"12:27:34.943 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:27:39.958 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:27:44.931 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:27:49.945 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:27:54.961 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:27:59.934 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.3%"
"12:28:04.952 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:28:09.968 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:28:14.941 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"12:28:19.955 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.3%"
"12:28:24.970 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:28:29.952 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:28:34.935 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:28:39.931 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:28:44.929 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.8%"
"12:28:49.965 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.7%"
"12:28:54.960 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.7%"
"12:28:59.950 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:29:04.949 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.7%"
"12:29:09.942 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.7%"
"12:29:14.943 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.9%"
"12:29:19.942 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.7%"
"12:29:24.933 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.6%"
"12:29:29.967 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.7%"
"12:29:34.957 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.5%"
"12:29:39.962 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.8%"
"12:29:44.957 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.8%"
"12:29:49.955 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.7%"
"12:29:54.949 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.8%"
"12:29:59.944 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.9%"
"12:30:04.940 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:30:09.932 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.6%"
"12:30:14.965 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.5%"
"12:30:19.962 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.6%"
"12:30:24.952 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.6%"
"12:30:29.945 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.7%"
"12:30:34.938 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.6%"
"12:30:39.967 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.8%"
"12:30:44.957 -> Soil: 83.0% | Temp: 32.1°C | Hum: 73.0%"
"12:30:49.953 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.7%"
"12:30:54.957 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.5%"
"12:30:59.948 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.5%"
"12:31:04.936 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.5%"
"12:31:09.934 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.4%"
"12:31:14.965 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.4%"
"12:31:19.962 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.6%"
"12:31:24.950 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:31:29.931 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.5%"
"12:31:34.929 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:31:39.931 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.3%"
"12:31:44.963 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:31:49.963 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.2%"
"12:31:54.964 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:31:59.951 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:32:04.947 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.4%"
"12:32:09.936 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:32:14.932 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.5%"
"12:32:19.928 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.4%"
"12:32:24.927 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:32:29.919 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:32:34.965 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:32:39.962 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:32:44.947 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:32:49.931 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.3%"
"12:32:54.932 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:32:59.921 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.2%"
"12:33:04.964 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.1%"
"12:33:09.947 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.1%"
"12:33:14.946 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.8%"
"12:33:19.947 -> Soil: 83.0% | Temp: 32.2°C | Hum: 71.9%"
"12:33:24.941 -> Soil: 83.0% | Temp: 32.2°C | Hum: 71.9%"
"12:33:29.941 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.0%"
"12:33:34.943 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.8%"
"12:33:39.942 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.8%"
"12:33:44.925 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.7%"
"12:33:49.940 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.9%"
"12:33:54.963 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.9%"
"12:33:59.929 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.0%"
"12:34:04.948 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.8%"
"12:34:09.928 -> Soil: 83.0% | Temp: 32.2°C | Hum: 71.9%"
"12:34:14.963 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.0%"
"12:34:19.958 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:34:24.935 -> Soil: 83.0% | Temp: 32.2°C | Hum: 71.9%"
"12:34:29.947 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.0%"
"12:34:34.938 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.0%"
"12:34:39.928 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.0%"
"12:34:44.958 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.1%"
"12:34:49.931 -> Soil: 83.0% | Temp: 32.2°C | Hum: 71.8%"
"12:34:54.919 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.9%"
"12:34:59.944 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.1%"
"12:35:04.919 -> Soil: 82.0% | Temp: 32.2°C | Hum: 71.8%"
"12:35:09.948 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.0%"
"12:35:14.925 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.0%"
"12:35:19.931 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:35:24.962 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.1%"
"12:35:29.918 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.1%"
"12:35:34.933 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.0%"
"12:35:39.923 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.0%"
"12:35:44.949 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.0%"
